PRICE,YEAR,MILEAGE,CITY,STATE,MAKE,Predicted PRICE,,MODEL
4996,2003,177067,1214,15,8,-5022.3564,,6
13974,2012,69684,251,10,8,21647.40071,,6
21300,2014,35509,281,9,8,29250.49652,,6
21900,2016,25152,372,28,8,32916.22754,,6
19807,2017,15905,241,9,8,35502.3617,,6
17297,2015,14627,272,29,8,33603.10804,,6
14952,2015,12408,258,2,8,34050.80558,,6
14995,2014,27445,567,5,8,30574.64375,,6
15995,2010,39981,335,22,8,24396.04263,,6
25005,2014,24986,153,13,8,30948.76012,,6
20988,2016,37137,905,11,8,31022.05536,,6
16750,2015,57483,58,1,8,26724.42867,,6
23974,2015,48943,435,18,8,28058.41335,,6
20941,2012,41415,386,5,8,26260.27726,,6
15395,2009,121413,186,5,8,10187.81274,,6
19995,2014,34730,261,5,8,29390.03823,,6
11888,2009,93281,1133,30,8,14681.89134,,6
93995,2012,4621,1979,5,8,32243.31998,,5
22751,2014,13592,172,6,8,32824.05932,,5
24900,2015,14402,609,11,8,33697.61977,,5
21900,2015,20670,159,10,8,32681.6048,,5
17900,2014,16101,297,9,8,32406.42165,,5
16977,2014,19546,270,27,8,31788.32181,,5
15990,2014,18925,254,30,8,31879.64986,,5
43542,2017,1208,42,21,8,37853.62828,,5
39498,2017,4827,61,9,8,37303.75504,,5
23888,2008,75456,163,44,8,16514.00335,,5
28998,2011,44631,113,17,8,24677.371,,5
30995,2011,45082,1146,28,8,24568.64354,,5
17311,2003,62985,37,14,8,13531.61705,,5
50500,2015,21732,229,3,8,32531.43566,,5
41890,2014,41157,303,13,8,28319.22471,,5
37869,2014,19172,1419,17,8,31881.31104,,5
38235,2014,35564,766,1,8,29267.30426,,5
36995,2014,46390,102,1,8,27506.90077,,5
28000,2013,52062,581,9,8,25537.48414,,5
39595,2014,39967,392,11,8,28519.16395,,5
36888,2014,29441,391,42,8,30131.0469,,5
35990,2014,47019,633,9,8,27378.88099,,5
25295,2014,69960,159,5,8,23661.3406,,5
29977,2014,55152,243,1,8,26082.12196,,5
12990,2008,72649,136,1,8,17108.79251,,5
11888,2008,95843,259,7,8,13317.93856,,5
13369,2008,76174,206,37,8,16419.77165,,5
9995,2009,80613,29,2,8,16831.9186,,5
21994,2014,43909,1944,26,8,27829.89957,,5
20794,2014,36285,353,11,8,29117.88977,,5
19895,2014,23639,1234,9,8,31180.67608,,5
24995,2014,24901,26,5,8,30988.33311,,5
21490,2015,29002,1906,15,8,31310.66105,,5
14980,2013,112538,527,14,8,15687.46412,,5
19000,2013,45367,21,5,8,26639.01985,,5
13999,2008,65298,23,9,8,18278.39141,,5
7995,2007,120008,338,14,8,8344.613685,,5
7999,2008,109474,67,19,8,11062.80901,,5
6500,2007,163799,110,4,8,1255.982717,,5
14386,2012,58533,33,37,8,23373.79602,,5
13882,2011,83176,96,2,8,18457.87285,,5
15728,2011,64393,428,25,8,21438.15595,,5
8995,2009,105989,138,22,8,12641.20921,,5
13999,2011,100320,61,18,8,15618.62898,,5
16699,2011,45569,1104,21,8,24511.97449,,5
9995,2010,112084,99,2,8,12735.81562,,5
10000,2009,109794,555,5,8,12077.17747,,5
9995,2011,94837,137,9,8,16539.16951,,5
10633,2010,110928,129,26,8,12846.57503,,5
13995,2011,60261,397,10,8,22158.31601,,5
12000,2009,71706,868,9,8,18257.75423,,5
12588,2010,94488,645,22,8,15532.73405,,5
9994,2009,105227,547,9,8,12806.94272,,5
11995,2008,90717,424,15,8,14125.73276,,5
5995,2008,175960,238,14,8,267.6832676,,5
7745,2007,115321,285,1,8,9148.586965,,5
6990,2007,104813,343,30,8,10763.97766,,5
8495,2004,142702,315,39,8,1509.853359,,5
34182,2012,26650,512,27,8,28590.42773,,5
31900,2012,57323,514,10,8,23657.42122,,5
29500,2012,48680,293,9,8,25066.06692,,5
45990,2015,15649,1109,1,8,33527.02004,,5
26975,2012,46499,1214,18,8,25391.76068,,5
32755,2015,22222,220,14,8,32416.36645,,5
62780,2017,8200,828,32,8,36681.27629,,5
56991,2017,4727,159,10,8,37316.79858,,5
60760,2017,928,1284,15,8,37918.46287,,5
8977,2007,121000,335,1,8,8225.131263,,5
14995,2008,112022,1758,2,8,10703.17661,,5
34995,2014,36232,159,3,8,29152.24684,,5
26893,2013,60753,1785,31,8,24053.46884,,5
20985,2012,65437,324,10,8,22338.01295,,5
13500,2011,130228,428,14,8,10768.19267,,5
17499,2012,110624,551,1,8,15019.16266,,5
22488,2013,60815,340,33,8,24036.95239,,5
18998,2011,78439,165,1,8,19231.36836,,5
21995,2011,57012,223,3,8,22709.15365,,5
3865,2003,132842,514,17,8,2162.598041,,5
12995,2004,90340,296,15,8,10101.59478,,5
21990,2011,24501,608,16,8,27953.90465,,5
27950,2013,45180,363,29,8,26592.21128,,5
3998,1999,134890,83,16,8,-2252.649062,,5
4995,1997,160301,1731,9,8,-8404.902039,,5
3395,1998,185096,83,19,8,-11447.60179,,5
7890,2004,97148,125,22,8,8972.032224,,5
7888,2004,89074,1149,2,8,10349.28316,,5
5988,1999,75024,26,17,8,7478.875452,,5
42989,2015,49825,310,28,8,27882.83124,,5
41750,2014,31792,1763,1,8,29880.66487,,5
44775,2014,38669,106,9,8,28736.66495,,5
47995,2015,28722,336,28,8,31314.36596,,5
50680,2017,5334,646,23,8,37176.26944,,5
42588,2017,3816,58,5,8,37481.022,,5
45400,2017,9838,174,16,8,36466.4006,,5
36900,2016,16842,460,14,8,34312.56249,,5
8995,2007,153066,1816,1,8,3010.915638,,5
32995,2015,30834,1888,3,8,31051.36984,,5
26988,2014,46180,1156,5,8,27528.17923,,5
31000,2016,11239,341,3,8,35259.05078,,5
27990,2016,21139,353,1,8,33655.65779,,5
33300,2014,48485,156,18,8,27111.54025,,5
43290,2014,30573,329,21,8,30014.53805,,5
39977,2014,36617,83,5,8,29083.20773,,5
21914,2013,35314,384,38,8,28167.55411,,5
16751,2012,68047,270,9,8,21916.82118,,5
12950,2011,68715,296,2,8,20809.35954,,5
15750,2012,66461,636,35,8,22091.0677,,5
29999,2012,46073,77,3,8,25509.29232,,5
21987,2009,59100,357,2,8,20330.12295,,5
17500,2012,109917,323,17,8,15082.6495,,5
23950,2011,33415,394,10,8,26523.7134,,5
18995,2011,81568,48,15,8,18677.52233,,5
26500,2011,38135,617,29,8,25695.06992,,5
39987,2017,7734,339,9,8,36831.05109,,5
43967,2017,4040,150,14,8,37415.64146,,5
33633,2017,7232,247,41,8,36809.7255,,5
38900,2017,4984,439,21,8,37239.61724,,5
25999,2016,14089,626,9,8,34776.31143,,5
29995,2016,17708,505,11,8,34181.39527,,5
37988,2017,6822,279,29,8,36915.00335,,5
33533,2016,9093,271,9,8,35588.70528,,5
32685,2017,4687,417,29,8,37262.17326,,5
41524,2017,4518,88,5,8,37366.87058,,5
34500,2017,4191,81,5,8,37420.04368,,5
47345,2017,10,438,9,8,38087.04191,,5
47345,2017,4441,1253,19,8,37334.34855,,5
43291,2017,1573,397,13,8,37820.01486,,5
37999,2017,6793,428,29,8,36919.71901,,5
42495,2017,4419,278,34,8,37289.66568,,5
36895,2017,10582,110,2,8,36390.46253,,5
45020,2017,3783,1406,41,8,37370.56345,,5
44150,2017,4690,1794,2,8,37348.55391,,5
41200,2017,3656,579,19,8,37461.9965,,5
38988,2017,7714,525,5,8,36847.17268,,5
37950,2016,14802,317,38,8,34567.06813,,5
30133,2016,4784,43,9,8,36289.38684,,5
24998,2014,79397,580,37,8,22023.84557,,5
33897,2014,29454,372,9,8,30235.10557,,5
25098,2015,99711,532,4,8,19848.1422,,5
33988,2014,48145,1084,19,8,27163.60991,,5
25695,2014,52001,580,15,8,26549.45956,,5
30995,2014,38194,551,17,8,28788.16535,,5
63945,2016,409,331,1,8,37026.53941,,5
28988,2014,52539,26,1,8,26507.01891,,5
26994,2014,50061,417,29,8,26819.87782,,5
31810,2014,35840,86,28,8,29135.55574,,5
33000,2014,30183,324,9,8,30116.56372,,5
31241,2015,50025,65,10,8,27908.22179,,5
28475,2014,34330,634,3,8,29461.52889,,5
26455,2014,43802,388,17,8,27876.25488,,5
26988,2014,38514,387,5,8,28774.73873,,5
27881,2014,29947,332,9,8,30154.93941,,5
26099,2014,40099,176,5,8,28517.00369,,5
39992,2016,13034,106,10,8,34944.64642,,5
11950,2008,52951,176,3,8,20305.42708,,5
34659,2014,35656,807,41,8,29123.6502,,5
30990,2014,50532,259,22,8,26765.81051,,5
29985,2014,58982,396,19,8,25401.41772,,5
29995,2014,46666,331,12,8,27426.62986,,5
32992,2014,29434,68,22,8,30196.53219,,5
30250,2015,31980,129,12,8,30836.06392,,5
32900,2014,38944,218,5,8,28704.81692,,5
31595,2014,34364,135,14,8,29420.60933,,5
44939,2016,10580,81,38,8,35253.60272,,5
36500,2015,22825,4,27,8,32276.48775,,5
30987,2015,52380,185,9,8,27528.49528,,5
29995,2014,6938,58,9,8,33896.40661,,5
21777,2014,48730,140,9,8,27100.65724,,5
34388,2016,22692,501,5,8,33390.25683,,5
35888,2015,11560,358,19,8,34134.01534,,5
29998,2014,22550,36,28,8,31296.62745,,5
21490,2014,48101,10,50,8,27071.02681,,5
24490,2014,28747,383,5,8,30362.93944,,5
23995,2014,38212,365,28,8,28749.84753,,5
29987,2015,24017,399,14,8,32124.48355,,5
27918,2014,30057,307,19,8,30104.87892,,5
18999,2014,48398,302,42,8,27048.47079,,5
21863,2014,53138,229,16,8,26361.35593,,5
21577,2014,62034,50,11,8,24930.87429,,5
22691,2014,47697,270,21,8,27230.02397,,5
27500,2014,32917,148,5,8,29684.8605,,5
23565,2014,27394,574,32,8,30496.08074,,5
23500,2014,32121,81,39,8,29704.90722,,5
18798,2013,31236,295,1,8,28949.71502,,5
29000,2014,29819,416,1,8,30201.49215,,5
23487,2014,26884,296,1,8,30678.74915,,5
19995,2014,41988,260,21,8,28158.35794,,5
24224,2014,34184,394,28,8,29404.83601,,5
23995,2015,30169,243,14,8,31124.11386,,5
23975,2014,25488,151,14,8,30863.92555,,5
24000,2014,36727,186,17,8,29026.71254,,5
25238,2014,22370,394,24,8,31338.76645,,5
26981,2014,30666,335,1,8,30063.76245,,5
27999,2013,39657,411,18,8,27525.69086,,5
16495,2013,116735,335,27,8,14963.16918,,5
29899,2014,36230,1966,28,8,29072.13828,,5
29977,2014,15304,90,9,8,32536.02091,,5
19995,2014,26278,324,17,8,30725.8125,,5
25974,2014,34648,565,16,8,29367.99371,,5
26800,2014,20456,158,24,8,31649.99981,,5
25491,2014,34370,317,18,8,29406.76427,,5
23991,2014,27448,497,15,8,30541.99483,,5
20692,2014,67832,38,10,8,23991.28549,,5
28300,2014,28666,58,19,8,30331.06784,,5
27544,2014,31397,831,9,8,29919.15656,,5
19204,2013,51893,199,11,8,25558.53034,,5
27900,2014,19560,201,9,8,31843.95761,,5
25977,2014,18729,255,31,8,31908.30384,,5
19711,2015,21943,366,14,8,32461.73432,,5
21771,2014,29574,389,16,8,30193.07105,,5
19994,2013,45985,316,9,8,26525.65817,,5
18954,2015,37791,317,9,8,29900.79591,,5
20991,2014,44950,285,1,8,27741.05753,,5
33675,2014,22119,632,1,8,31453.58035,,5
30000,2014,38914,505,19,8,28664.65227,,5
21911,2014,39082,50,5,8,28682.3769,,5
25999,2014,21613,62,9,8,31510.12163,,5
18850,2014,33903,21,11,8,29505.22406,,5
18999,2014,32677,336,2,8,29733.53868,,5
32995,2012,28145,42,18,8,28376.28365,,5
37956,2014,32559,1572,21,8,29691.59686,,5
40495,2015,45695,200,16,8,28593.01404,,5
36985,2014,48829,356,14,8,27068.4722,,5
70405,2016,12146,324,2,8,35114.78189,,5
29488,2012,48549,594,4,8,25103.45544,,5
12500,2011,88772,1358,28,8,17464.26256,,5
32988,2012,44286,77,32,8,25706.57117,,5
29712,2012,50197,525,18,8,24790.43312,,5
32966,2012,49372,259,10,8,24950.32424,,5
14580,2011,79372,144,9,8,19053.91549,,5
6755,2008,148796,440,1,8,4726.615838,,5
29995,2015,30247,99,10,8,31124.29978,,5
39997,2017,1511,172,1,8,37868.70482,,5
34750,2017,5883,1153,9,8,37132.04009,,5
29000,2014,40642,70,4,8,28431.92443,,5
26958,2014,32927,338,3,8,29689.66912,,5
23995,2014,50329,1173,21,8,26802.03746,,5
20995,2013,50214,504,9,8,25837.98531,,5
43895,2015,13420,1653,10,8,33860.51902,,5
36785,2015,35456,313,22,8,30238.66202,,5
49500,2016,4526,70,35,8,36247.6888,,5
54999,2017,8300,824,9,8,36739.01448,,5
35400,2017,4343,496,9,8,37382.45773,,5
31400,2017,8117,511,13,8,36755.9025,,5
9988,2006,130343,99,12,8,5649.125467,,5
19995,2012,72217,415,9,8,21238.74224,,5
37981,2016,24300,357,22,8,33074.08682,,5
12999,2010,103935,531,1,8,14064.13255,,5
21190,2014,63647,318,5,8,24687.89031,,5
31992,2015,30010,399,5,8,31178.92483,,5
31987,2015,34713,53,9,8,30401.30597,,5
26000,2015,56200,220,17,8,26881.59064,,5
26903,2015,57635,270,22,8,26632.16017,,5
29995,2014,51838,68,41,8,26492.31367,,5
27688,2014,28395,615,1,8,30433.04716,,5
24740,2014,21563,321,6,8,31527.90412,,5
19294,2013,49237,410,22,8,25955.0286,,5
16950,2013,93263,321,2,8,18860.35806,,5
18488,2012,73749,237,5,8,21002.49488,,5
25509,2014,32388,1146,14,8,29741.92443,,5
35487,2016,15870,335,32,8,34412.70597,,5
22988,2014,41480,1475,9,8,28279.57145,,5
43000,2017,8476,99,22,8,36668.56976,,5
23982,2015,37130,654,2,8,30030.80182,,5
12995,2008,50984,59,10,8,20602.75725,,5
16995,2008,41307,355,14,8,22163.45376,,5
5987,2001,203150,22,22,8,-11328.91303,,5
35452,2016,57318,59,21,8,27708.28491,,5
6488,2005,118894,333,16,8,6476.604493,,5
15399,2011,85812,415,5,8,18019.58385,,5
36878,2016,4747,32,18,8,36266.44721,,5
9988,2008,59211,61,1,8,19293.93034,,5
36979,2014,29659,151,19,8,30169.59725,,5
37991,2014,23607,83,10,8,31182.66221,,5
35950,2013,34397,158,16,8,28387.44815,,5
25199,2014,31444,48,15,8,29892.20984,,5
12493,2012,121709,241,17,8,13165.16586,,5
39995,2017,9339,304,9,8,36570.06388,,5
45495,2016,14140,636,5,8,34780.88778,,5
44991,2016,33079,90,1,8,31714.10803,,5
19877,2012,109413,99,19,8,15158.16967,,5
33585,2014,32138,229,18,8,29769.70724,,5
19500,2012,80639,582,2,8,19891.7719,,5
29998,2015,47094,380,21,8,28349.43749,,5
15995,2015,55900,1225,9,8,26956.11211,,5
22489,2015,34688,331,5,8,30418.2406,,5
20975,2015,50421,297,9,8,27847.04604,,5
11695,2010,75854,254,29,8,18540.26605,,5
15595,2012,61195,165,1,8,23056.75588,,5
11449,2004,68465,601,21,8,13639.35944,,5
31800,2017,13359,268,3,8,35935.68038,,5
36220,2017,4188,530,31,8,37336.88038,,5
14885,2013,74951,237,12,8,21805.87795,,5
17775,2013,48708,387,9,8,26082.87425,,5
19988,2014,41760,499,5,8,28246.91038,,5
17999,2013,52128,259,3,8,25546.05607,,5
22490,2015,19260,836,4,8,32930.1874,,5
22328,2015,18891,116,5,8,32986.97272,,5
20500,2015,11650,167,17,8,34125.81524,,5
7991,2006,78103,1337,1,8,14179.20305,,5
22990,2016,20369,341,24,8,33706.86753,,5
22960,2016,26771,578,40,8,32614.36801,,5
51900,2015,11701,911,32,8,34069.26192,,5
43984,2014,33313,174,27,8,29549.68567,,5
32995,2014,61572,159,22,8,24970.60872,,5
26587,2014,44369,363,1,8,27835.53327,,5
25999,2014,39579,231,5,8,28601.5603,,5
18495,2010,52954,491,27,8,22270.44359,,5
25000,2012,68883,176,5,8,21793.74958,,5
33627,2014,37610,26,5,8,28921.73714,,5
29189,2014,74142,161,30,8,22900.87657,,5
27999,2013,69992,537,37,8,22531.8215,,5
21425,2012,48195,490,9,8,25144.93222,,5
13988,2011,105921,38,10,8,14733.59558,,5
56688,2017,17070,357,19,8,35280.76129,,5
61995,2017,6987,1137,14,8,36936.43315,,5
39995,2017,8690,158,10,8,36672.37967,,5
36950,2016,37396,509,31,8,30915.60506,,5
24480,2015,60822,521,5,8,26168.62071,,5
28995,2015,32304,592,33,8,30715.81428,,5
25995,2012,38558,485,1,8,26737.73259,,5
26487,2014,76900,281,19,8,22487.79221,,5
33992,2014,63910,205,24,8,24583.99451,,5
34999,2015,39112,159,9,8,29685.98961,,5
37500,2014,15923,620,1,8,32461.10483,,5
24345,2014,58242,614,9,8,25553.92178,,5
35891,2017,14436,615,1,8,35766.98534,,5
32000,2017,7500,335,4,8,36885.18832,,5
47950,2017,1651,241,5,8,37833.07018,,5
10295,2011,73787,177,6,8,19971.73801,,5
12440,2011,67104,578,18,8,21019.84479,,5
10463,2011,59042,395,9,8,22359.75356,,5
9980,2001,86793,86,22,8,7591.765808,,5
45000,2017,2469,321,5,8,37700.05613,,5
38997,2016,5737,324,18,8,36105.46444,,5
32492,2015,8053,258,5,8,34749.32752,,5
40995,2013,54624,636,10,8,25117.6629,,5
209877,2017,6009,626,9,8,37111.55137,,5
46000,2007,25623,394,19,8,23676.36395,,5
32995,2017,13135,313,10,8,35949.5833,,5
21896,2016,4862,82,17,8,36250.96454,,5
19999,2014,19819,423,17,8,31776.10311,,5
18969,2014,46438,264,29,8,27409.00971,,5
18154,2014,21193,1064,9,8,31578.41735,,5
12990,2013,138781,633,11,8,11429.77193,,5
15721,2014,31861,86,12,8,29834.054,,5
17700,2014,30759,32,44,8,29910.29372,,5
11895,2013,72728,1702,30,8,22109.44512,,5
17300,2015,17260,178,13,8,33226.44896,,5
18268,2015,24930,34,5,8,32004.97783,,5
17995,2015,12631,38,17,8,33966.29595,,5
18197,2015,19997,159,19,8,32762.08441,,5
15897,2014,24183,622,1,8,31117.95567,,5
2900,2002,151817,167,5,8,-1905.657195,,5
6750,2002,131328,484,11,8,1406.73158,,5
11930,2006,83401,122,9,8,13291.96251,,5
5933,2002,178714,591,10,8,-6295.434392,,5
13900,2012,92891,176,2,8,17899.48818,,5
14990,2014,61490,384,17,8,25000.0294,,5
17791,2012,50497,23,9,8,24770.60663,,5
18938,2014,30482,205,27,8,30010.03135,,5
12995,2012,66915,192,4,8,22116.98116,,5
8495,2009,110481,581,17,8,11926.85697,,5
17999,2011,114607,343,19,8,13292.21888,,5
24845,2013,61955,579,3,8,23948.09882,,5
15999,2011,88899,578,9,8,17504.7409,,5
26184,2013,47178,317,1,8,26357.40461,,5
22998,2012,55938,508,19,8,23853.67832,,5
14616,2011,121104,386,10,8,12264.7053,,5
58777,2018,4909,324,3,8,38331.0856,,5
35996,2015,16344,341,10,8,33385.05072,,5
41988,2016,26180,343,5,8,32823.07713,,5
39577,2017,86,29,28,8,38013.55396,,5
36991,2017,11155,1828,16,8,36252.24473,,5
42982,2017,4021,428,1,8,37460.55659,,5
41295,2017,4794,86,19,8,37276.94762,,5
35436,2017,10426,104,6,8,36402.9601,,5
28500,2015,36816,527,41,8,29956.38431,,5
24888,2014,59968,124,10,8,25270.04154,,5
18995,2013,57839,429,14,8,24582.00602,,5
31698,2015,36561,58,19,8,30068.63129,,5
24989,2015,52093,918,23,8,27530.12111,,5
25333,2014,37736,638,18,8,28859.42285,,5
25490,2014,48922,262,4,8,27085.52309,,5
50665,2017,660,116,5,8,37994.21556,,5
41777,2017,9,387,17,8,38061.46571,,5
21395,2011,44039,59,21,8,24760.76604,,5
46900,2017,7596,347,6,8,36863.14317,,5
32888,2014,19493,263,29,8,31790.50538,,5
43689,2014,45495,331,9,8,27626.69689,,5
34998,2014,37657,53,18,8,28872.26895,,5
36990,2015,65490,385,10,8,25393.47581,,5
47901,2015,32784,1785,9,8,30714.97846,,5
47900,2014,27517,258,9,8,30550.07893,,5
52788,2017,6675,419,9,8,37003.25387,,5
36841,2014,25759,567,17,8,30810.20649,,5
35685,2014,52574,177,19,8,26443.41528,,5
42873,2015,36479,413,14,8,30098.05197,,5
48999,2016,10800,223,5,8,35324.00136,,5
40565,2015,35873,99,31,8,30141.89797,,5
39800,2014,20880,549,5,8,31642.18332,,5
42996,2014,38336,53,16,8,28768.29224,,5
58998,2017,4049,335,28,8,37369.13506,,5
41500,2014,35089,86,19,8,29286.63115,,5
57900,2017,4187,167,14,8,37391.73796,,5
34998,2014,39412,213,2,8,28638.36803,,5
34998,2013,37370,64,33,8,27849.31705,,5
26977,2013,53865,444,36,8,25157.43189,,5
14499,2009,91352,61,5,8,15076.01002,,5
10999,2008,126554,357,10,8,8314.405887,,5
16900,2009,66326,372,19,8,19100.41638,,5
13886,2007,75226,348,17,8,15616.91149,,5
44975,2018,5,1119,3,8,39128.51944,,5
28750,2015,36111,31,19,8,30141.80528,,5
21991,2013,85132,224,29,8,20095.6622,,5
33985,2017,6747,313,10,8,36988.32868,,5
25995,2015,54596,301,32,8,27094.15498,,5
27999,2015,45885,163,9,8,28584.63981,,5
24000,2014,47705,356,9,8,27267.33131,,5
21840,2015,66011,145,5,8,25324.84335,,5
38995,2017,3568,564,29,8,37444.13257,,5
23950,2014,34741,1096,5,8,29388.26195,,5
30900,2016,42395,298,27,8,30115.59278,,5
29690,2016,11044,649,5,8,35284.3248,,5
23988,2014,32963,340,17,8,29638.77228,,5
19900,2013,40839,30,9,8,27362.44335,,5
26990,2015,29859,334,21,8,31152.00115,,5
12995,2008,121644,77,1,8,9141.771538,,5
14494,2008,44630,65,29,8,21574.84426,,5
16991,2012,107036,182,5,8,15589.73384,,5
12988,2011,120976,324,9,8,12288.73658,,5
20051,2012,49146,335,2,8,25012.81265,,5
17988,2012,78821,260,28,8,20103.74368,,5
25490,2014,29749,254,14,8,30171.0492,,5
23914,2014,53885,621,1,8,26288.14738,,5
17990,2011,69828,26,19,8,20573.68091,,5
24103,2014,32886,565,5,8,29689.90138,,5
23500,2014,30795,268,6,8,30026.69915,,5
36000,2016,37954,1854,1,8,30921.38985,,5
37000,2015,39456,223,19,8,29597.87865,,5
29995,2015,54286,125,2,8,27241.08426,,5
33000,2015,55377,1910,9,8,27041.15654,,5
31997,2015,56908,585,18,8,26763.24622,,5
30995,2014,43787,448,5,8,27917.30222,,5
27999,2014,59309,340,9,8,25380.41813,,5
36000,2015,41020,232,10,8,29372.51455,,5
38923,2015,29799,368,1,8,31226.1047,,5
41000,2016,16105,167,9,8,34448.49197,,5
35000,2016,47633,235,17,8,29296.0211,,5
31290,2015,47983,307,5,8,28256.35584,,5
33900,2016,47023,185,22,8,29379.12575,,5
34553,2015,44883,322,9,8,28747.57389,,5
43988,2016,5616,29,5,8,36166.96568,,5
32521,2014,22653,135,9,8,31341.00841,,5
30000,2014,35957,163,1,8,29203.39898,,5
37000,2016,20790,291,2,8,33709.19093,,5
24999,2015,75152,331,18,8,23796.61022,,5
34788,2016,11846,185,1,8,35166.7819,,5
32000,2015,47687,1892,41,8,28188.66342,,5
10981,2003,57221,336,30,8,14417.41689,,5
19348,2013,81010,339,5,8,20843.15234,,5
11300,2010,103976,345,28,8,13970.59711,,5
11650,2007,137743,245,25,8,5425.354734,,5
12900,2008,115335,391,19,8,10109.7585,,5
15950,2008,71432,307,16,8,17258.42722,,5
8000,2006,150134,335,10,8,2437.36827,,5
5999,2006,143933,77,2,8,3471.444604,,5
8995,2007,71664,80,9,8,16221.86305,,5
8990,2008,56293,550,42,8,19636.51159,,5
15777,2013,54176,83,6,8,25203.38107,,5
23288,2017,13945,35,12,8,35811.43543,,5
16012,2016,63440,192,10,8,26748.18435,,5
19995,2015,18708,245,7,8,33010.29544,,5
15295,2014,18836,1816,5,8,31974.55583,,5
15488,2014,37449,174,12,8,28925.3957,,5
29698,2017,2652,336,19,8,37625.2558,,5
15595,2016,11614,335,14,8,35162.68159,,5
16202,2014,55121,307,1,8,26087.16284,,5
16595,2015,4402,697,19,8,35297.96954,,5
16977,2015,18091,595,9,8,33104.1904,,5
17950,2014,4812,168,2,8,34264.6345,,5
14877,2015,36776,66,14,8,30049.75714,,5
18990,2017,20825,434,9,8,34702.33854,,5
14900,2017,13795,247,1,8,35871.21762,,5
12995,2016,24888,539,10,8,33017.08102,,5
10495,2013,80824,1671,9,8,20860.52818,,5
16800,2017,23630,443,1,8,34271.9595,,5
13581,2015,55858,277,28,8,26901.81201,,5
15998,2015,28945,436,26,8,31284.53889,,5
13995,2014,39084,82,27,8,28611.26995,,5
14995,2015,60307,649,5,8,26252.36428,,5
10670,2012,72545,435,9,8,21185.40654,,5
15643,2015,19875,284,18,8,32785.14004,,5
15130,2015,4125,157,32,8,35301.18663,,5
14000,2014,45049,305,3,8,27718.52455,,5
4999,2003,118701,61,27,8,4429.876384,,5
4999,2003,109533,1817,1,8,6004.325519,,5
2275,1999,134252,79,1,8,-2100.644343,,5
12395,2009,39067,58,28,8,23504.01506,,5
8500,2007,49583,166,5,8,19825.29864,,5
14999,2013,110263,332,19,8,16041.31252,,5
19892,2013,25014,82,4,8,29951.81528,,5
17000,2013,54815,320,19,8,25057.64845,,5
16950,2014,73637,372,3,8,23069.86253,,5
16550,2013,50994,324,28,8,25650.02073,,5
22884,2011,3125,306,1,8,31478.09186,,5
9000,2011,204391,411,1,8,-1249.542461,,5
12995,2011,89835,40,12,8,17342.88696,,5
17990,2013,23487,290,2,8,30206.55371,,5
17997,2014,24370,141,2,8,31084.33046,,5
20997,2016,34000,417,28,8,31477.47679,,5
17800,2015,63341,233,1,8,25771.87841,,5
22958,2014,18522,67,9,8,32012.7456,,5
19750,2014,21344,237,35,8,31470.21228,,5
22987,2015,31081,516,10,8,30988.68399,,5
17885,2014,25588,1858,17,8,30838.01261,,5
10880,2012,90427,424,22,8,18235.80938,,5
15997,2015,45115,189,16,8,28687.32718,,5
13085,2013,104301,473,9,8,17042.96004,,5
17997,2013,31213,194,1,8,28953.45502,,5
17927,2014,44127,145,1,8,27874.88462,,5
15999,2013,64719,550,37,8,23389.258,,5
34990,2017,5865,1985,29,8,37070.62003,,5
33935,2016,4442,557,1,8,36370.73788,,5
32750,2017,13078,389,11,8,35955.63466,,5
24900,2015,43621,64,25,8,28901.30865,,5
32988,2017,132,393,22,8,38025.37806,,5
27590,2015,36498,170,9,8,30111.04916,,5
24995,2015,27240,254,14,8,31600.39521,,5
19990,2015,69951,1745,6,8,24680.9471,,5
25620,2016,29042,631,9,8,32344.82118,,5
24975,2014,35215,202,3,8,29317.62005,,5
18999,2012,36933,176,14,8,26960.14642,,5
6400,2007,140735,67,11,8,4983.871949,,5
11687,2008,51619,40,1,8,20528.45679,,5
5995,2006,147035,20,9,8,2944.51047,,5
12997,2008,73262,71,9,8,16983.37447,,5
8877,2004,65580,364,15,8,14127.7901,,5
13398,2010,85295,21,43,8,16960.03291,,5
18703,2013,35432,603,28,8,28180.53977,,5
19453,2014,27235,382,28,8,30534.80496,,5
19000,2014,35694,233,10,8,29217.20895,,5
3199,1999,140723,411,9,8,-3178.625069,,5
74900,2014,45185,596,1,8,27702.85686,,4
89949,2015,29958,51,9,8,31174.52351,,4
31995,2016,2527,294,26,8,36601.71249,,4
18495,2014,23054,63,33,8,31198.59825,,4
7870,2009,141376,92,10,8,6925.590199,,4
16500,2008,72054,259,19,8,17147.64488,,4
7990,2005,111695,437,17,8,7644.020727,,4
35793,2017,12301,81,6,8,36098.08091,,4
44495,2017,99,247,13,8,38059.71274,,4
39980,2018,213,1041,9,8,39075.40511,,4
48500,2015,25614,380,19,8,31848.72287,,4
47998,2015,30432,296,29,8,31033.09989,,4
32495,2014,65611,135,5,8,24368.53894,,4
46651,2015,26090,254,29,8,31739.14754,,4
14499,2013,101396,71,18,8,17486.39503,,4
12495,2008,95179,1592,10,8,13416.27121,,4
10999,2008,113000,876,9,8,10521.63611,,4
9450,2008,71825,850,9,8,17217.05582,,4
19000,2013,63983,178,42,8,23492.86379,,4
